# settings: ObjectDict([('device', 'cpu'), ('num_threads', 4), ('lr', 0.1), ('batch_size', 64), ('n_lstm', 8), ('n_updates', 10000000.0), ('results_dir', 'results'), ('print_stats_at', 100.0), ('plot_at', 1000.0), ('validate_at', 500.0), ('n_samples', 100000.0), ('rnd_seed', 42)])
[train] u: 0000100; loss: 0.0329351; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66416941 0.33132721 0.3897695  ... 0.55573593 0.89907383 0.90054531]; bacc: 0.5000; average_auc:0.4588
[validation] u: 0020000; loss: 0.0086395; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.88490517 0.70745648 0.48244807 ... 0.29605092 0.29605092 0.45105683]; bacc: 0.5000; validation_auc:0.4528
  New best validation loss: 0.008639511652290821
[train] u: 0020100; loss: 0.0074214; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.68142647 0.3410403  0.37483579 ... 0.53036797 0.77910499 0.78170172]; bacc: 0.5000; average_auc:0.4620
[train] u: 0020200; loss: 0.0069727; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.68994673 0.34121349 0.36268135 ... 0.53621212 0.88037739 0.88003116]; bacc: 0.5000; average_auc:0.4612
[train] u: 0020300; loss: 0.0292990; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65147021 0.42327676 0.41388084 ... 0.55162338 0.89145676 0.88678265]; bacc: 0.5000; average_auc:0.4570
[train] u: 0020400; loss: 0.3436541; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65447991 0.32343263 0.38921834 ... 0.55101732 0.89656366 0.90089154]; bacc: 0.5000; average_auc:0.4605
[train] u: 0020500; loss: 0.0930838; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.64828729 0.34575973 0.3908649  ... 0.56686147 0.90946075 0.90409417]; bacc: 0.5000; average_auc:0.4606
[validation] u: 0020500; loss: 0.0993780; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.84684334 0.7683814  0.49202185 ... 0.29890881 0.29838919 0.49203049]; bacc: 0.5000; validation_auc:0.4531
[train] u: 0020600; loss: 0.0480201; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.63676814 0.335758   0.39584879 ... 0.57428571 0.90807582 0.89716957]; bacc: 0.5000; average_auc:0.4620
[train] u: 0020700; loss: 0.0292460; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6411203  0.34906477 0.39780339 ... 0.56502165 0.90288237 0.89405349]; bacc: 0.5000; average_auc:0.4618
[train] u: 0020800; loss: 0.0247158; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.63735276 0.34894931 0.39908113 ... 0.57270563 0.9009781  0.89214923]; bacc: 0.5000; average_auc:0.4619
[train] u: 0020900; loss: 0.0168697; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.62678633 0.3462793  0.39993756 ... 0.57645022 0.90539254 0.88808102]; bacc: 0.5000; average_auc:0.4632
[train] u: 0021000; loss: 0.0137696; baccs: [0.4999567  0.4999567  0.4999565  ... 0.4999567  0.49995673 0.49995673]; train_aucs:[0.62206608 0.35583362 0.40453882 ... 0.52458874 0.85441011 0.84497533]; bacc: 0.4999; average_auc:0.4656
[validation] u: 0021000; loss: 0.0148133; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.79553131 0.76916082 0.51687686 ... 0.31631593 0.31709535 0.51230076]; bacc: 0.5000; validation_auc:0.4564
[train] u: 0021100; loss: 0.0125860; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.63871687 0.36131798 0.39324495 ... 0.57489177 0.8879079  0.85579503]; bacc: 0.5000; average_auc:0.4672
[train] u: 0021200; loss: 0.0107454; baccs: [0.4999567  0.4999567  0.4999565  ... 0.4999567  0.49995673 0.49995673]; train_aucs:[0.62327862 0.3527595  0.39570651 ... 0.59538961 0.91733749 0.86453735]; bacc: 0.5000; average_auc:0.4660
[train] u: 0021300; loss: 0.0098352; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.63540404 0.36201074 0.39470918 ... 0.54512987 0.92235783 0.86297931]; bacc: 0.5000; average_auc:0.4686
[train] u: 0021400; loss: 0.0094419; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.63726615 0.36889505 0.3902433  ... 0.53417749 0.88366658 0.85475634]; bacc: 0.5000; average_auc:0.4676
[train] u: 0021500; loss: 0.0074924; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66792612 0.33116846 0.39665549 ... 0.5387013  0.86635506 0.8707695 ]; bacc: 0.5000; average_auc:0.4662
[validation] u: 0021500; loss: 0.0081680; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.90984671 0.76240582 0.4992789  ... 0.24850611 0.24850611 0.47176022]; bacc: 0.5000; validation_auc:0.4567
  New best validation loss: 0.008167970925569534
[train] u: 0021600; loss: 0.0073474; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.60355318 0.33189008 0.39947067 ... 0.54863636 0.90167056 0.86895179]; bacc: 0.5000; average_auc:0.4639
[train] u: 0021700; loss: 0.0071296; baccs: [0.4999567  0.5        0.4999565  ... 0.4999567  0.49995673 0.49995673]; train_aucs:[0.65042006 0.33129835 0.41026863 ... 0.5661039  0.88306068 0.9271185 ]; bacc: 0.5000; average_auc:0.4623
[train] u: 0021800; loss: 0.0068742; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65707821 0.35606454 0.40101639 ... 0.57406926 0.89890072 0.87674197]; bacc: 0.5000; average_auc:0.4628
[train] u: 0021900; loss: 0.0076571; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.64158583 0.33246738 0.4023853  ... 0.55071429 0.89881416 0.87717476]; bacc: 0.5000; average_auc:0.4619
[train] u: 0022000; loss: 0.0067279; baccs: [0.5        0.5        0.5        ... 0.49987012 0.49995673 0.49987015]; train_aucs:[0.63667071 0.32728611 0.40220297 ... 0.56372294 0.89050463 0.89725612]; bacc: 0.4999; average_auc:0.4621
[validation] u: 0022000; loss: 0.0070614; baccs: [0.5        0.5        0.5        ... 0.4998701  0.4998701  0.49987006]; validation_aucs:[0.78371005 0.7650039  0.49745313 ... 0.29955833 0.30059756 0.50493763]; bacc: 0.4999; validation_auc:0.4524
  New best validation loss: 0.007061425596475601
[train] u: 0022100; loss: 0.0082603; baccs: [0.5        0.49982682 0.5        ... 0.5        0.5        0.5       ]; train_aucs:[0.59489217 0.32859947 0.40648789 ... 0.5612987  0.90374794 0.89768891]; bacc: 0.4999; average_auc:0.4630
[train] u: 0022200; loss: 0.0225719; baccs: [0.4999567  0.49978352 0.4999565  ... 0.4999567  0.49995673 0.49995673]; train_aucs:[0.58163    0.31714005 0.39963643 ... 0.58512987 0.85129404 0.99272916]; bacc: 0.5000; average_auc:0.4629
[train] u: 0022300; loss: 1.4075391; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66345488 0.33001386 0.3884807  ... 0.55554113 0.9009781  0.90201679]; bacc: 0.5000; average_auc:0.4597
[train] u: 0022400; loss: 0.6541278; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66349818 0.33010045 0.38864025 ... 0.55534632 0.90045876 0.901584  ]; bacc: 0.5000; average_auc:0.4586
[train] u: 0022500; loss: 0.5187730; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66349277 0.33008602 0.38864784 ... 0.55535714 0.90045876 0.901584  ]; bacc: 0.5000; average_auc:0.4586
[validation] u: 0022500; loss: 0.5442827; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87412315 0.75383216 0.48070668 ... 0.29890881 0.29890881 0.47678448]; bacc: 0.5000; validation_auc:0.4519
[train] u: 0022600; loss: 0.4600208; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66348735 0.33008602 0.38864094 ... 0.55534632 0.90045876 0.901584  ]; bacc: 0.5000; average_auc:0.4586
[train] u: 0022700; loss: 0.4221048; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66349818 0.33008602 0.38864784 ... 0.55536797 0.90045876 0.901584  ]; bacc: 0.5000; average_auc:0.4586
[train] u: 0022800; loss: 0.3630107; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66350359 0.33007159 0.38864301 ... 0.55536797 0.90045876 0.901584  ]; bacc: 0.5000; average_auc:0.4586
[train] u: 0022900; loss: 0.3373479; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66350901 0.33007159 0.38864854 ... 0.55536797 0.90045876 0.901584  ]; bacc: 0.5000; average_auc:0.4586
[train] u: 0023000; loss: 0.3093026; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66351442 0.33004994 0.38864854 ... 0.55536797 0.90045876 0.901584  ]; bacc: 0.5000; average_auc:0.4587
[validation] u: 0023000; loss: 0.3282498; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87412315 0.75389712 0.48071435 ... 0.29890881 0.29890881 0.47678448]; bacc: 0.5000; validation_auc:0.4519
[train] u: 0023100; loss: 0.2914816; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66349818 0.32999942 0.38863541 ... 0.55536797 0.90045876 0.901584  ]; bacc: 0.5000; average_auc:0.4586
[train] u: 0023200; loss: 0.2879595; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66348735 0.32995613 0.38864439 ... 0.55536797 0.90045876 0.901584  ]; bacc: 0.5000; average_auc:0.4587
[train] u: 0023300; loss: 0.2600023; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66349818 0.32995613 0.38864646 ... 0.55536797 0.90045876 0.901584  ]; bacc: 0.5000; average_auc:0.4587
[train] u: 0023400; loss: 0.2358460; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66348194 0.32995613 0.38863956 ... 0.55536797 0.90045876 0.901584  ]; bacc: 0.5000; average_auc:0.4586
[train] u: 0023500; loss: 0.2320474; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66349818 0.32994169 0.3886437  ... 0.55534632 0.90045876 0.901584  ]; bacc: 0.5000; average_auc:0.4586
[validation] u: 0023500; loss: 0.2504585; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87412315 0.75344245 0.48071435 ... 0.29890881 0.29890881 0.47678448]; bacc: 0.5000; validation_auc:0.4519
[train] u: 0023600; loss: 0.2237177; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66348194 0.32995613 0.38863127 ... 0.55534632 0.90045876 0.901584  ]; bacc: 0.5000; average_auc:0.4587
[train] u: 0023700; loss: 0.2100041; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66349818 0.32994169 0.38863887 ... 0.55532468 0.90045876 0.901584  ]; bacc: 0.5000; average_auc:0.4586
[train] u: 0023800; loss: 0.2295193; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66349277 0.32994169 0.38863818 ... 0.55536797 0.90045876 0.901584  ]; bacc: 0.5000; average_auc:0.4587
[train] u: 0023900; loss: 0.2176809; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66349818 0.32995613 0.38864577 ... 0.55532468 0.90045876 0.90149745]; bacc: 0.5000; average_auc:0.4586
[train] u: 0024000; loss: 0.2096755; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66349818 0.32998499 0.38864854 ... 0.55530303 0.90054531 0.901584  ]; bacc: 0.5000; average_auc:0.4586
[validation] u: 0024000; loss: 0.2212258; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87412315 0.75318264 0.48068367 ... 0.2987789  0.29890881 0.47669785]; bacc: 0.5000; validation_auc:0.4519
[train] u: 0024100; loss: 0.2230350; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66350901 0.32999942 0.38864094 ... 0.55534632 0.90045876 0.901584  ]; bacc: 0.5000; average_auc:0.4587
[train] u: 0024200; loss: 0.2050918; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66350359 0.33005715 0.38864923 ... 0.55534632 0.90045876 0.90149745]; bacc: 0.5000; average_auc:0.4587
[train] u: 0024300; loss: 0.1947557; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66350901 0.33011488 0.38865061 ... 0.55530303 0.90045876 0.90149745]; bacc: 0.5000; average_auc:0.4586
[train] u: 0024400; loss: 0.1925426; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66349818 0.33015818 0.3886361  ... 0.55535714 0.90045876 0.90149745]; bacc: 0.5000; average_auc:0.4586
[train] u: 0024500; loss: 0.1901744; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66350359 0.33012932 0.38863541 ... 0.55534632 0.90045876 0.901584  ]; bacc: 0.5000; average_auc:0.4587
[validation] u: 0024500; loss: 0.2007881; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87412315 0.75331255 0.48066832 ... 0.29890881 0.29890881 0.4768711 ]; bacc: 0.5000; validation_auc:0.4519
[train] u: 0024600; loss: 0.1982637; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66349818 0.33012932 0.38862712 ... 0.55534632 0.90045876 0.901584  ]; bacc: 0.5000; average_auc:0.4587
[train] u: 0024700; loss: 0.2003060; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66347653 0.33015818 0.38863541 ... 0.55534632 0.90045876 0.901584  ]; bacc: 0.5000; average_auc:0.4586
[train] u: 0024800; loss: 0.1939722; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6634657  0.33012932 0.38863127 ... 0.55534632 0.90045876 0.90149745]; bacc: 0.5000; average_auc:0.4587
[train] u: 0024900; loss: 0.2006962; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6634657  0.33015818 0.38863058 ... 0.55532468 0.90045876 0.90149745]; bacc: 0.5000; average_auc:0.4586
[train] u: 0025000; loss: 0.2087758; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66347653 0.33012932 0.38856289 ... 0.55538961 0.90045876 0.90149745]; bacc: 0.5000; average_auc:0.4587
[validation] u: 0025000; loss: 0.2195419; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87412315 0.75344245 0.4806223  ... 0.29890881 0.2987789  0.47669785]; bacc: 0.5000; validation_auc:0.4520
[train] u: 0025100; loss: 0.2201393; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66348735 0.33018705 0.38862574 ... 0.55528139 0.9003722  0.90141089]; bacc: 0.5000; average_auc:0.4588
[train] u: 0025200; loss: 0.1965965; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66351983 0.33018705 0.38860295 ... 0.5552381  0.90028564 0.90236302]; bacc: 0.5000; average_auc:0.4587
[train] u: 0025300; loss: 0.1552018; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66389875 0.33271274 0.38986343 ... 0.55443723 0.89708301 0.91084567]; bacc: 0.5000; average_auc:0.4589
[train] u: 0025400; loss: 0.1174700; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.67113069 0.33480545 0.388355   ... 0.55809524 0.90980698 0.89647711]; bacc: 0.5000; average_auc:0.4592
[train] u: 0025500; loss: 0.0950264; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66340074 0.33023034 0.38852214 ... 0.55465368 0.9003722  0.90115122]; bacc: 0.5000; average_auc:0.4586
[validation] u: 0025500; loss: 0.0970410; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87399324 0.75331255 0.48094449 ... 0.2985191  0.2985191  0.47661123]; bacc: 0.5000; validation_auc:0.4520
[train] u: 0025600; loss: 0.0968523; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66329248 0.33033137 0.38853043 ... 0.5545671  0.90019908 0.90115122]; bacc: 0.5000; average_auc:0.4586
[train] u: 0025700; loss: 0.0932710; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66337909 0.33018705 0.38854701 ... 0.5545671  0.90019908 0.9009781 ]; bacc: 0.5000; average_auc:0.4586
[train] u: 0025800; loss: 0.0901035; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66359562 0.33008602 0.38852767 ... 0.55484848 0.89993941 0.9009781 ]; bacc: 0.5000; average_auc:0.4586
[train] u: 0025900; loss: 0.0909908; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6638771  0.33046126 0.38850695 ... 0.55422078 0.90019908 0.89993941]; bacc: 0.5000; average_auc:0.4586
[train] u: 0026000; loss: 0.0896401; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66445089 0.3304324  0.38858845 ... 0.55350649 0.90227646 0.90106466]; bacc: 0.5000; average_auc:0.4586
[validation] u: 0026000; loss: 0.0927482; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.8724344  0.75240322 0.48106723 ... 0.29942842 0.29942842 0.47817048]; bacc: 0.5000; validation_auc:0.4520
[train] u: 0026100; loss: 0.0914627; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66448337 0.33028807 0.38861055 ... 0.55272727 0.90210335 0.90184368]; bacc: 0.5000; average_auc:0.4587
[train] u: 0026200; loss: 0.0985858; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66440759 0.33014375 0.38845998 ... 0.55235931 0.90167056 0.90227646]; bacc: 0.5000; average_auc:0.4586
[train] u: 0026300; loss: 0.0912649; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66314091 0.33064889 0.39479068 ... 0.54937229 0.90132433 0.90764304]; bacc: 0.5000; average_auc:0.4588
[train] u: 0026400; loss: 0.0311183; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66292439 0.33093754 0.38898489 ... 0.50121212 0.90011252 0.90418073]; bacc: 0.5000; average_auc:0.4582
[train] u: 0026500; loss: 0.0249157; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6619825  0.33053343 0.3884213  ... 0.55835498 0.90028564 0.90288237]; bacc: 0.5000; average_auc:0.4588
[validation] u: 0026500; loss: 0.0247140; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.8759418  0.75357236 0.48074504 ... 0.29890881 0.29916862 0.47626473]; bacc: 0.5000; validation_auc:0.4521
[train] u: 0026600; loss: 0.0277425; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66318422 0.33077878 0.38844617 ... 0.55800866 0.90063187 0.90270925]; bacc: 0.5000; average_auc:0.4588
[train] u: 0026700; loss: 0.0543293; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66318422 0.49564138 0.42444674 ... 0.49181818 0.96580975 0.87691509]; bacc: 0.4999; average_auc:0.4600
[train] u: 0026800; loss: 0.0295982; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66381214 0.33596005 0.3907171  ... 0.52928571 0.90270925 0.90487319]; bacc: 0.5000; average_auc:0.4594
[train] u: 0026900; loss: 0.0279576; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66335744 0.33015818 0.3885843  ... 0.55677489 0.90063187 0.90227646]; bacc: 0.5000; average_auc:0.4588
[train] u: 0027000; loss: 0.0343176; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66344405 0.33004272 0.38862022 ... 0.55746753 0.90071843 0.90227646]; bacc: 0.5000; average_auc:0.4586
[validation] u: 0027000; loss: 0.0352625; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87334373 0.75331255 0.48082175 ... 0.29903871 0.29903871 0.4768711 ]; bacc: 0.5000; validation_auc:0.4519
[train] u: 0027100; loss: 0.0324989; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66327083 0.32997056 0.38854977 ... 0.55647186 0.90106466 0.90236302]; bacc: 0.5000; average_auc:0.4587
[train] u: 0027200; loss: 0.0357104; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.663011   0.32991283 0.38847241 ... 0.55564935 0.90106466 0.90244958]; bacc: 0.5000; average_auc:0.4588
[train] u: 0027300; loss: 0.0379695; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66347653 0.33004272 0.38860502 ... 0.55538961 0.90089154 0.90236302]; bacc: 0.5000; average_auc:0.4586
[train] u: 0027400; loss: 0.0701925; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66341157 0.33012932 0.38854286 ... 0.55521645 0.90028564 0.90149745]; bacc: 0.5000; average_auc:0.4586
[train] u: 0027500; loss: 0.0419929; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66350901 0.32982623 0.38860502 ... 0.55530303 0.89907383 0.90236302]; bacc: 0.5000; average_auc:0.4587
[validation] u: 0027500; loss: 0.0427404; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87425305 0.75318264 0.48114394 ... 0.2987789  0.2987789  0.47704435]; bacc: 0.5000; validation_auc:0.4520
[train] u: 0027600; loss: 0.0343193; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66335744 0.33030251 0.38869757 ... 0.55517316 0.90063187 0.90227646]; bacc: 0.5000; average_auc:0.4586
[train] u: 0027700; loss: 0.0344825; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66323835 0.33031694 0.38881084 ... 0.55573593 0.90045876 0.90201679]; bacc: 0.5000; average_auc:0.4586
[train] u: 0027800; loss: 0.0295839; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66343322 0.33017261 0.38856773 ... 0.55495671 0.90080499 0.90201679]; bacc: 0.5000; average_auc:0.4586
[train] u: 0027900; loss: 0.6828403; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66316257 0.33028807 0.3882293  ... 0.55623377 0.90149745 0.90296893]; bacc: 0.5000; average_auc:0.4591
[train] u: 0028000; loss: 0.3966132; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66317339 0.33001386 0.38843097 ... 0.55569264 0.90210335 0.90227646]; bacc: 0.5000; average_auc:0.4587
[validation] u: 0028000; loss: 0.4106001; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87373344 0.75370226 0.4804075  ... 0.29942842 0.29994804 0.47669785]; bacc: 0.5000; validation_auc:0.4519
[train] u: 0028100; loss: 0.3217160; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66318422 0.33001386 0.38844202 ... 0.55556277 0.901584   0.90218991]; bacc: 0.5000; average_auc:0.4588
[train] u: 0028200; loss: 0.2776508; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66314091 0.33001386 0.38840611 ... 0.55606061 0.90193023 0.90253614]; bacc: 0.5000; average_auc:0.4588
[train] u: 0028300; loss: 0.2424575; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66316257 0.33001386 0.38838677 ... 0.55538961 0.90115122 0.90253614]; bacc: 0.5000; average_auc:0.4589
[train] u: 0028400; loss: 0.2217227; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66314091 0.33001386 0.3883108  ... 0.55569264 0.90184368 0.90288237]; bacc: 0.5000; average_auc:0.4589
[train] u: 0028500; loss: 0.1919950; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66314091 0.33001386 0.38831632 ... 0.55560606 0.90123777 0.90270925]; bacc: 0.5000; average_auc:0.4590
[validation] u: 0028500; loss: 0.2006735; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87373344 0.75370226 0.48023873 ... 0.29955833 0.29981813 0.47695773]; bacc: 0.5000; validation_auc:0.4521
[train] u: 0028600; loss: 0.1857553; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66316257 0.33001386 0.38841163 ... 0.55575758 0.90115122 0.90227646]; bacc: 0.5000; average_auc:0.4589
[train] u: 0028700; loss: 0.1721016; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66316257 0.33001386 0.38837848 ... 0.55584416 0.90115122 0.90279581]; bacc: 0.5000; average_auc:0.4588
[train] u: 0028800; loss: 0.1637312; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66315174 0.33001386 0.38832185 ... 0.55580087 0.90123777 0.90270925]; bacc: 0.5000; average_auc:0.4589
[train] u: 0028900; loss: 0.1464392; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66316257 0.33001386 0.38828593 ... 0.55616883 0.90141089 0.90270925]; bacc: 0.5000; average_auc:0.4589
[train] u: 0029000; loss: 0.1510663; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66316257 0.33001386 0.38841716 ... 0.55534632 0.90089154 0.90227646]; bacc: 0.5000; average_auc:0.4589
[validation] u: 0029000; loss: 0.1604899; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87360353 0.75370226 0.48043818 ... 0.29916862 0.29916862 0.47678448]; bacc: 0.5000; validation_auc:0.4520
[train] u: 0029100; loss: 0.1363495; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66316257 0.33001386 0.38829836 ... 0.55584416 0.90115122 0.90270925]; bacc: 0.5000; average_auc:0.4589
[train] u: 0029200; loss: 0.1350401; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66316257 0.33001386 0.38848208 ... 0.55612554 0.90089154 0.90227646]; bacc: 0.5000; average_auc:0.4589
[train] u: 0029300; loss: 0.1329898; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66316257 0.33001386 0.38835914 ... 0.55582251 0.90123777 0.90253614]; bacc: 0.5000; average_auc:0.4589
